"URI","Title","RecordId","Coin Type URI","From Date","To Date","Authority","Stated Authority","Issuer","State","Dynasty","Deity","Portrait","Denomination","Department","Object Type","Artist","Engraver","Maker","Signature","Manufacture","Material","Shape","Place of Production","Place of Issue","Place of Cataloging Relevance","Region","Coin Type","Hoard","Findspot","Excavation","Reference","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Date on Object","Hijra","Axis","Diameter (in mm)","Weight (in g)","Thumbnail_obv","Thumbnail_rev","Date Record Modified"
"http://numismatics.org/collection/1948.30.33","Silver denar of Wladislaw II, 1138–1146. 1948.30.33","1948.30.33","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.5","","","2025-04-10T05:58:03Z"
"http://numismatics.org/collection/1948.30.34","Silver denar of Wladislaw II, 1138–1146. 1948.30.34","1948.30.34","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.51","","","2025-04-10T05:58:13Z"
"http://numismatics.org/collection/1948.30.35","Silver denar of Wladislaw II, 1138–1146. 1948.30.35","1948.30.35","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.46","","","2025-04-10T05:58:23Z"
"http://numismatics.org/collection/1948.30.36","Silver denar of Wladislaw II, 1138–1146. 1948.30.36","1948.30.36","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.5","","","2025-04-10T05:58:34Z"
"http://numismatics.org/collection/1948.30.37","Silver denar of Wladislaw II, 1138–1146. 1948.30.37","1948.30.37","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","6","","0.48","","","2025-04-10T05:58:44Z"
"http://numismatics.org/collection/1948.30.38","Silver denar of Wladislaw II, 1138–1146. 1948.30.38","1948.30.38","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.52","","","2025-04-10T05:58:55Z"
"http://numismatics.org/collection/1948.30.39","Silver denar of Wladislaw II, 1138–1146. 1948.30.39","1948.30.39","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","7","","0.45","","","2025-04-10T05:59:05Z"
"http://numismatics.org/collection/1948.30.40","Silver denar of Wladislaw II, 1138–1146. 1948.30.40","1948.30.40","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.43","","","2025-04-10T05:59:17Z"
"http://numismatics.org/collection/1948.30.41","Silver denar of Wladislaw II, 1138–1146. 1948.30.41","1948.30.41","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","5","","0.54","","","2025-04-10T05:59:27Z"
"http://numismatics.org/collection/1948.30.42","Silver denar of Wladislaw II, 1138–1146. 1948.30.42","1948.30.42","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","7","","0.57","","","2025-04-10T05:59:37Z"
"http://numismatics.org/collection/1948.30.43","Silver denar of Wladislaw II, 1138–1146. 1948.30.43","1948.30.43","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.47","","","2025-04-10T05:59:47Z"
"http://numismatics.org/collection/1948.30.44","Silver denar of Wladislaw II, 1138–1146. 1948.30.44","1948.30.44","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","7","","0.46","","","2025-04-10T05:59:57Z"
"http://numismatics.org/collection/1948.30.45","Silver denar of Wladislaw II, 1138–1146. 1948.30.45","1948.30.45","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.45","","","2025-04-10T06:00:06Z"
"http://numismatics.org/collection/1948.30.46","Silver denar of Wladislaw II, 1138–1146. 1948.30.46","1948.30.46","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","5","","0.52","","","2025-04-10T06:00:17Z"
"http://numismatics.org/collection/1948.30.47","Silver denar of Wladislaw II, 1138–1146. 1948.30.47","1948.30.47","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","7","","0.49","","","2025-04-10T06:00:27Z"
"http://numismatics.org/collection/1948.30.48","Silver denar of Wladislaw II, 1138–1146. 1948.30.48","1948.30.48","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","2","","0.48","","","2025-04-10T06:00:38Z"
"http://numismatics.org/collection/1948.30.49","Silver denar of Wladislaw II, 1138–1146. 1948.30.49","1948.30.49","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","10","","0.49","","","2025-04-10T06:00:48Z"
"http://numismatics.org/collection/1948.30.50","Silver denar of Wladislaw II, 1138–1146. 1948.30.50","1948.30.50","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","5","","0.48","","","2025-04-10T06:00:59Z"
"http://numismatics.org/collection/1948.30.51","Silver denar of Wladislaw II, 1138–1146. 1948.30.51","1948.30.51","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","5","","0.49","","","2025-04-10T06:01:10Z"
"http://numismatics.org/collection/1948.30.52","Silver denar of Wladislaw II, 1138–1146. 1948.30.52","1948.30.52","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.47","","","2025-04-10T06:01:20Z"
"http://numismatics.org/collection/1948.30.53","Silver denar of Wladislaw II, 1138–1146. 1948.30.53","1948.30.53","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.47","","","2025-04-10T06:01:30Z"
"http://numismatics.org/collection/1948.30.54","Silver denar of Wladislaw II, Poland, 1138–1146. 1948.30.54","1948.30.54","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.43","","","2025-04-10T06:01:40Z"
"http://numismatics.org/collection/1948.30.55","Silver denar of Wladislaw II, 1138–1146. 1948.30.55","1948.30.55","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.66","","","2025-04-10T06:01:50Z"
"http://numismatics.org/collection/1948.30.559","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.559","1948.30.559","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","1","","1.38","https://numismatics.org/collectionimages/19001949/1948/1948.30.559.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1948/1948.30.559.rev.width175.jpg","2025-04-10T06:02:00Z"
"http://numismatics.org/collection/1948.30.56","Silver denar of Wladislaw II, 1138–1146. 1948.30.56","1948.30.56","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.46","","","2025-04-10T06:02:01Z"
"http://numismatics.org/collection/1948.30.560","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.560","1948.30.560","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","3","","1.03","","","2025-04-10T06:02:02Z"
"http://numismatics.org/collection/1948.30.561","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.561","1948.30.561","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","6","","1.49","","","2025-04-10T06:02:02Z"
"http://numismatics.org/collection/1948.30.562","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.562","1948.30.562","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","10","","1.28","","","2025-04-10T06:02:03Z"
"http://numismatics.org/collection/1948.30.563","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.563","1948.30.563","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","10","","1.17","","","2025-04-10T06:02:04Z"
"http://numismatics.org/collection/1948.30.564","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.564","1948.30.564","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","7","","1.18","","","2025-04-10T06:02:05Z"
"http://numismatics.org/collection/1948.30.565","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.565","1948.30.565","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","7","","1.25","","","2025-04-10T06:02:06Z"
"http://numismatics.org/collection/1948.30.566","Silver schilling of Casimir IV, Gdansk, 1447–1492. 1948.30.566","1948.30.566","","1447","1492","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.458","","","","","","","","KASIMIRVS REX PO","eagle within shield","MONETA MVLT DAI","two crosses crowned within shield","","","2","","1.2","","","2025-04-10T06:02:07Z"
"http://numismatics.org/collection/1948.30.57","Silver denar of Wladislaw II, 1138–1146. 1948.30.57","1948.30.57","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","6","","0.47","","","2025-04-10T06:02:10Z"
"http://numismatics.org/collection/1948.30.58","Silver denar of Wladislaw II, 1138–1146. 1948.30.58","1948.30.58","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","2","","0.5","","","2025-04-10T06:02:21Z"
"http://numismatics.org/collection/1948.30.59","Silver denar of Wladislaw II, 1138–1146. 1948.30.59","1948.30.59","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.45","","","2025-04-10T06:02:32Z"
"http://numismatics.org/collection/1948.30.60","Silver denar of Wladislaw II, 1138–1146. 1948.30.60","1948.30.60","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","","","0.44","","","2025-04-10T06:02:43Z"
"http://numismatics.org/collection/1948.30.61","Silver denar of Wladislaw II, 1138–1146. 1948.30.61","1948.30.61","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.48","","","2025-04-10T06:02:53Z"
"http://numismatics.org/collection/1948.30.62","Silver denar of Wladislaw II, 1138–1146. 1948.30.62","1948.30.62","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","7","","0.45","","","2025-04-10T06:03:04Z"
"http://numismatics.org/collection/1948.30.63","Silver denar of Wladislaw II, 1138–1146. 1948.30.63","1948.30.63","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.45","","","2025-04-10T06:03:14Z"
"http://numismatics.org/collection/1948.30.64","Silver denar of Wladislaw II, 1138–1146. 1948.30.64","1948.30.64","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.46","","","2025-04-10T06:03:24Z"
"http://numismatics.org/collection/1948.30.65","Silver denar of Wladislaw II, 1138–1146. 1948.30.65","1948.30.65","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.45","","","2025-04-10T06:03:33Z"
"http://numismatics.org/collection/1948.30.66","Silver denar of Wladislaw II, 1138–1146. 1948.30.66","1948.30.66","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","3","","0.49","","","2025-04-10T06:03:42Z"
"http://numismatics.org/collection/1948.30.67","Silver denar of Wladislaw II, 1138–1146. 1948.30.67","1948.30.67","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.51","","","2025-04-10T06:03:52Z"
"http://numismatics.org/collection/1948.30.68","Silver denar of Wladislaw II, 1138–1146. 1948.30.68","1948.30.68","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.51","","","2025-04-10T06:04:01Z"
"http://numismatics.org/collection/1948.30.69","Silver denar of Wladislaw II, 1138–1146. 1948.30.69","1948.30.69","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","9","","0.49","","","2025-04-10T06:04:10Z"
"http://numismatics.org/collection/1948.30.70","Silver denar of Wladislaw II, 1138–1146. 1948.30.70","1948.30.70","","1138","1146","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.82","","","","","","","","","man with sword stg.r., slaying another slouched l.","","eagle hunting rabbit","","","12","","0.46","","","2025-04-10T06:04:21Z"
"http://numismatics.org/collection/1948.30.79","Silver kronscherfe of Casimir III, 1333–1370. 1948.30.79","1948.30.79","","1333","1370","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.360","","","","","","","","","figure std. with sceptre","","eagle","","","11","","0.95","","","2025-04-10T06:05:47Z"
"http://numismatics.org/collection/1948.30.80","Silver kronscherfe of Casimir III, 1333–1370. 1948.30.80","1948.30.80","","1333","1370","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.360","","","","","","","","","figure std. with sceptre","","eagle","","","6","","1.58","","","2025-04-10T06:05:57Z"
"http://numismatics.org/collection/1948.30.81","Silver denar of Hedwig, 1384–1386. 1948.30.81","1948.30.81","","1384","1386","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.404","","","","","","","","","shield","","eagle","","","10","","0.31","","","2025-04-10T06:06:07Z"
"http://numismatics.org/collection/1948.30.83","Silver denar of Wladislaw Jagello, 1386–1434. 1948.30.83","1948.30.83","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.410","","","","","","","","","crown","","eagle","","","3","","0.34","","","2025-04-10T06:06:26Z"
"http://numismatics.org/collection/1948.30.84","Silver 1/2 gros of Wladislaw Jagello, 1386–1434. 1948.30.84","1948.30.84","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.415","","","","","","","","","crown","","eagle","","","12","","1.56","https://numismatics.org/collectionimages/19001949/1948/1948.30.84.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1948/1948.30.84.rev.width175.jpg","2025-04-10T06:06:35Z"
"http://numismatics.org/collection/1948.30.85","Silver 1/2 gros of Wladislaw Jagello, 1386–1434. 1948.30.85","1948.30.85","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.415","","","","","","","","","crown","","eagle","","","10","","1.54","","","2025-04-10T06:06:45Z"
"http://numismatics.org/collection/1948.30.86","Silver 1/2 gros of Wladislaw Jagello, 1386–1434. 1948.30.86","1948.30.86","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.415","","","","","","","","","crown","","eagle","","","6","","1.71","","","2025-04-10T06:06:54Z"
"http://numismatics.org/collection/1948.30.87","Silver 1/2 gros of Wladislaw Jagello, 1386–1434. 1948.30.87","1948.30.87","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.415","","","","","","","","","crown","","eagle","","","6","","1.55","https://numismatics.org/collectionimages/19001949/1948/1948.30.87.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1948/1948.30.87.rev.width175.jpg","2025-04-10T06:07:04Z"
"http://numismatics.org/collection/1948.30.88","Silver 1/2 gros of Wladislaw Jagello, 1386–1434. 1948.30.88","1948.30.88","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.415","","","","","","","","","crown","","eagle","","","6","","1.77","","","2025-04-10T06:07:13Z"
"http://numismatics.org/collection/1948.30.89","Silver kwartnik of Wladislaw Jagiello, Lwow, 1386–1434. 1948.30.89","1948.30.89","","1386","1434","","","","","","","","","Medieval","Coin","","","","","","Silver","","","","","","","","","","Gumowski.420||Kopicki.31.4.I","L1|Jagiellonian/a25038c0-6e70-342e-b0bd-81a90f9af28b","","","","","","","WLADISLAV JRA","eagle, displayed, inverted","MONETA RVSSIE","lion rampant","","","7","19.0","1.01","https://numismatics.org/collectionimages/19001949/1948/1948.30.89.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1948/1948.30.89.rev.width175.jpg","2025-04-10T06:07:23Z"
"http://numismatics.org/collection/2015.20.1380","Silver Cistophorus, Sardis, 160 BCE–135 BCE. 2015.20.1380","2015.20.1380","","-160","-135","","","","","","","","Cistophorus","Greek","Coin","","","","","Struck","Silver","","Sardis","","","Lydia","","","","","Carbone 2023, 2925||Pitchfork 2006, 108 (this coin)","","","","","","","","","Cysta mystica with half-open lid, from which a serpent issues to r.; all within ivy wreath","On l., ΣΑΡ; eagle, on r.","Two coiled serpents with heads erect; between them an ornamented bow-case with strap at r. To left, ΣAP; to right, eagle right.","","","12","27.9","12.53","https://numismatics.org/collectionimages/20002049/2015/2015.20.1380.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1380.rev.width175.jpg","2024-05-16T06:08:44Z"
"http://numismatics.org/collection/2015.20.1408","Silver Didrachm, Tralles, 155 BCE–145 BCE. 2015.20.1408","2015.20.1408","","-155","-145","","","","","","","","Didrachm","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Carbone 2023, 2881","","","","","","","","","Club draped with lion-skin; all within ivy wreath.","On l. (Τ)ΡΑΛ. On r., eagle l. on cuirass","Grape bunch on vine leaf; to left, ΤΡΑΛ; left, ΤΡΑΛ; to right, eagle standing left on cuirass","","","12","19.8","6.13","https://numismatics.org/collectionimages/20002049/2015/2015.20.1408.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1408.rev.width175.jpg","2024-05-14T09:24:25Z"
"http://numismatics.org/collection/2015.20.1411","Silver Cistophorus, Tralles, 145 BCE–140 BCE. 2015.20.1411","2015.20.1411","","-145","-140","","","","","","","","Cistophorus","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 43, A4.||Carbone 2023, 2894","","","","","","","","","Cysta mystica with half-open lid, from which a serpent issues to r.; all within ivy wreath","On l., eagle on thunder bolt and ΤΡΑΛ; on r., Tyche standing l., O-","Two coiled serpents with heads erect; between them an ornamented bow-case with strap at r.To left, eagle on thunderbolt above ΤΡΑΛ; to right, Tyche standing left, holding cornucopiae, above OΛ.","","","12","29.2","12.63","https://numismatics.org/collectionimages/20002049/2015/2015.20.1411.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1411.rev.width175.jpg","2024-05-14T09:24:28Z"
"http://numismatics.org/collection/2015.20.1412","Silver Cistophorus, Tralles, 145 BCE–140 BCE. 2015.20.1412","2015.20.1412","","-145","-140","","","","","","","","Cistophorus","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 43, A4||Carbone 2023, 2895","","","","","","","","","Cysta mystica with half-open lid, from which a serpent issues to r.; all within ivy wreath","On l., eagle on thunder bolt and ΤΡΑΛ; on r., Tyche standing l., O-","Two coiled serpents with heads erect; between them an ornamented bow-case with strap at r. To left, eagle on thunderbolt above ΤΡΑΛ; to right, Tyche standing left, holding cornucopiae, above OΛ.","","","12","28.5","12.43","https://numismatics.org/collectionimages/20002049/2015/2015.20.1412.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1412.rev.width175.jpg","2024-05-14T09:24:29Z"
"http://numismatics.org/collection/2015.20.1413","Silver Didrachm, Tralles, 145 BCE–140 BCE. 2015.20.1413","2015.20.1413","","-145","-140","","","","","","","","Didrachm","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 44, A2-P8||Carbone 2023, 2900||ECC, 71, Series 35, 14-b","","","","","","","","","Club draped with lion-skin; all within ivy wreath.","ΤΡΑ","Grape bunch on vine leaf; to left, eagle on thunderbolt above ΤΡΑ; to right, Tyche standing left, holding cornucopia.","","","12","22.1","5.99","https://numismatics.org/collectionimages/20002049/2015/2015.20.1413.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1413.rev.width175.jpg","2024-05-14T09:24:30Z"
"http://numismatics.org/collection/2015.20.1414","Silver Didrachm, Tralles, 155 BCE–145 BCE. 2015.20.1414","2015.20.1414","","-155","-145","","","","","","","","Didrachm","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 44, A4-P5||Carbone 2023, 2897||ECC, 71,Series 35, 15-d","","","","","","","","","Club, over which a lion's skin is draped; all within a wreath","On l., ΤΡΑΛ; Y[Π] below","Two coiled serpents with heads erect; between them an ornamented bow-case with strap at r. To left, eagle on thunderbolt above ΤΡΑΛ; to right, Tyche standing left, holding cornucopiae, above ΥΠ.","","","12","23.8","6.05","https://numismatics.org/collectionimages/20002049/2015/2015.20.1414.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1414.rev.width175.jpg","2024-05-14T09:24:31Z"
"http://numismatics.org/collection/2015.20.1415","Silver Didrachm, Tralles, 145 BCE–140 BCE. 2015.20.1415","2015.20.1415","","-145","-140","","","","","","","","Didrachm","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 44, A4.||Carbone 2023, 2891","","","","","","","","","Club, over which a lion's skin is draped; all within a wreath","On l., eagle on thunder bolt and ΤΡΑΛ; on r., Tyche standing, ΠΑ below","Bunch of grapes, placed upon a vine leaf. To left, eagle on thunderbolt and ΤΡΑΛ. To r., Tyche standing, ΠA below","","","12","22.1","6.21","https://numismatics.org/collectionimages/20002049/2015/2015.20.1415.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1415.rev.width175.jpg","2024-05-14T09:24:31Z"
"http://numismatics.org/collection/2015.20.1418","Silver Cistophorus, Tralles, 145 BCE–140 BCE. 2015.20.1418","2015.20.1418","","-145","-140","","","","","","","","Cistophorus","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Ashton 2003, 43, A5-P4||Carbone 2023, 2892","","","","","","","","","Cista mystica with half-open lid, from which a serpent issues to left; all within ivy wreath.","On l., eagle r. on bucranium. ΤΡΑ below; on r., Tyche standing, ΟΛ below","Two coiled serpents with heads erect; between them an ornamented bowcase; to left, eagle standing right on bucranium above ΤΡΑ; to right, Tyche standing left, holding cornucopiae, above OΛ.","","","12","30.6","12.69","https://numismatics.org/collectionimages/20002049/2015/2015.20.1418.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1418.rev.width175.jpg","2024-05-14T09:24:34Z"
"http://numismatics.org/collection/2015.20.1421","Silver Cistophorus, Tralles, 140 BCE–135 BCE. 2015.20.1421","2015.20.1421","","-140","-135","","","","","","","","Cistophorus","Greek","Coin","","","","","Struck","Silver","","Tralles","","","Lydia","","","","","Carbone 2023, 2905||ECC, 73, Series 40","","","","","","","","","Cista mystica with half-open lid, from which a serpent issues to left; all within ivy wreath.","ΤΡΑΛ on l. Above, fulmen. On r., eagle r. Below, l. monogram (KN p.73, series 40)","Two coiled serpents with heads erect; between them an ornamented bowcase; To left, ΤΡΑΛ; above, thunderbolt; to right, eagle right; below, monogram","","","12","29.5","12.28","https://numismatics.org/collectionimages/20002049/2015/2015.20.1421.obv.width175.jpg","https://numismatics.org/collectionimages/20002049/2015/2015.20.1421.rev.width175.jpg","2024-05-14T09:24:37Z"
